flu_season,year_week,region,number_healthcare_workers,number_cases,population,incidence,cases_0-4,inc_0-4,cases_5-14,inc_5-14,cases_15-64,inc_15-64,cases_65+,inc_65+
2015-2016,2015-46,Veneto,72,50,95473,0.52,4,0.58,5,0.34,37,0.7,4,0.19
2015-2016,2015-46,Friuli-Venezia Giulia,17,14,21364,0.66,1,0.68,0,0,12,2.9,1,0.19
2015-2016,2015-46,Liguria,40,21,49047,0.43,7,3.71,0,0,11,1.11,3,0.2
2015-2016,2015-46,Emilia-Romagna,44,102,58307,1.75,22,7.17,13,1.5,56,1.72,11,0.79
2015-2016,2015-46,Tuscany,49,46,64839,0.71,5,2.41,4,0.73,32,2.16,5,0.28
2015-2016,2015-46,Umbria,7,0,8206,0,0,0,0,0,0,0,0,0
2015-2016,2015-46,Marche,7,11,7880,1.4,4,4.15,3,1.45,3,0.89,1,0.68
2015-2016,2015-46,Lazio,84,81,108069,0.75,5,0.91,2,0.16,68,1.02,6,0.26
2015-2016,2015-46,Abruzzo,22,23,23437,0.98,7,2.83,2,0.39,10,2.14,4,0.96
2015-2016,2015-46,Molise,14,16,16603,0.96,3,2.12,2,0.65,9,1.1,2,0.52
2015-2016,2015-46,Campania,11,6,14048,0.43,0,0,0,0,6,0.64,0,0
2015-2016,2015-46,Apulia,106,32,136709,0.23,4,0.52,9,0.57,16,0.49,3,0.11
2015-2016,2015-46,Basilicata,2,11,3101,3.55,0,0,0,0,10,4.45,1,1.5
2015-2016,2015-46,Calabria,2,0,3018,0,0,0,0,0,0,0,0,0
2015-2016,2015-46,Sicily,55,104,130520,0.8,22,17.07,6,1.46,56,3.27,20,0.26
2015-2016,2015-46,Sardinia,13,14,14690,0.95,6,2.94,2,0.59,5,0.8,1,0.34
2015-2016,2015-47,Piedmont,41,106,56215,1.89,24,9.72,25,4.45,50,1.5,7,0.48
2015-2016,2015-47,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,2015-47,Lombardy,133,206,191093,1.08,31,2.58,30,1.27,124,3.44,21,0.49
2015-2016,2015-47,AP Bolzano,7,15,11707,1.28,9,28.21,0,0,6,0.77,0,0
2015-2016,2015-47,AP Trento,15,40,17734,2.26,18,11.26,11,3.2,10,1.11,1,0.27
2015-2016,2015-47,Veneto,94,83,119911,0.69,5,0.53,5,0.25,60,0.93,13,0.5
2015-2016,2015-47,Friuli-Venezia Giulia,15,15,18946,0.79,0,0,0,0,15,4.04,0,0
2015-2016,2015-47,Liguria,38,36,45987,0.78,6,2.41,3,0.73,23,2.06,4,0.29
2015-2016,2015-47,Emilia-Romagna,51,98,67277,1.46,22,5.95,7,0.73,64,1.69,5,0.31
2015-2016,2015-47,Tuscany,49,38,64385,0.59,7,2.74,3,0.5,21,1.7,7,0.41
2015-2016,2015-47,Umbria,9,6,10624,0.56,4,2.85,1,0.31,1,0.52,0,0
2015-2016,2015-47,Marche,9,7,11405,0.61,0,0,1,0.68,4,0.62,2,0.74
2015-2016,2015-47,Lazio,101,176,129798,1.36,3,0.47,8,0.54,143,1.77,22,0.79
2015-2016,2015-47,Abruzzo,22,19,22647,0.84,5,1.71,4,0.71,8,1.95,2,0.55
2015-2016,2015-47,Molise,10,10,11791,0.85,0,0,0,0,9,1.64,1,0.37
2015-2016,2015-47,Campania,46,65,56950,1.14,10,2.19,13,1.4,35,1.04,7,0.73
2015-2016,2015-47,Apulia,101,35,129503,0.27,9,1.19,8,0.52,16,0.61,2,0.08
2015-2016,2015-47,Basilicata,3,4,3935,1.02,0,0,1,5.08,3,1.07,0,0
2015-2016,2015-47,Calabria,2,0,3018,0,0,0,0,0,0,0,0,0
2015-2016,2015-47,Sicily,53,84,128139,0.66,11,6.96,10,2.2,49,3.12,14,0.18
2015-2016,2015-47,Sardinia,15,16,17888,0.89,2,0.88,1,0.3,11,1.31,2,0.52
2015-2016,2015-48,Piedmont,31,81,42888,1.89,17,6.43,14,2.6,43,1.79,7,0.65
2015-2016,2015-48,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,2015-48,Lombardy,132,191,188741,1.01,29,2.13,37,1.39,114,3.26,11,0.26
2015-2016,2015-48,AP Bolzano,8,18,12906,1.39,6,18.81,2,2.11,7,0.81,3,1.01
2015-2016,2015-48,AP Trento,14,38,16402,2.32,12,7.51,9,2.63,16,1.97,1,0.31
2015-2016,2015-48,Veneto,97,102,123824,0.82,22,2.28,11,0.53,61,0.92,8,0.3
2015-2016,2015-48,Friuli-Venezia Giulia,14,17,17925,0.95,0,0,0,0,14,3.37,3,0.66
2015-2016,2015-48,Liguria,35,53,43273,1.22,7,2.82,7,1.72,30,3.49,9,0.7
2015-2016,2015-48,Emilia-Romagna,47,112,62192,1.8,13,3.57,11,1.17,78,2.26,10,0.68
2015-2016,2015-48,Tuscany,49,58,65294,0.89,13,6.27,9,1.65,33,2.76,3,0.17
2015-2016,2015-48,Umbria,7,11,8021,1.37,3,2.99,6,2.31,1,0.78,1,0.81
2015-2016,2015-48,Marche,9,4,11405,0.35,0,0,0,0,3,0.46,1,0.37
2015-2016,2015-48,Lazio,92,133,118596,1.12,9,1.59,14,1.04,98,1.32,12,0.47
2015-2016,2015-48,Abruzzo,20,28,19790,1.41,6,2.06,6,1.09,13,4.15,3,0.99
2015-2016,2015-48,Molise,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,2015-48,Campania,39,73,46944,1.56,17,4.11,14,1.67,32,1.21,10,1.27
2015-2016,2015-48,Apulia,95,26,121774,0.21,9,1.38,3,0.21,13,0.47,1,0.04
2015-2016,2015-48,Basilicata,6,15,7042,2.13,5,7.6,3,2.99,7,1.77,0,0
2015-2016,2015-48,Calabria,2,0,3018,0,0,0,0,0,0,0,0,0
2015-2016,2015-48,Sicily,48,85,119191,0.71,12,7.64,8,1.82,52,3.59,13,0.18
2015-2016,2015-48,Sardinia,14,25,16563,1.51,6,2.65,4,1.2,14,1.88,1,0.29
2015-2016,2015-49,Piedmont,23,55,31818,1.73,16,7.46,9,2.11,24,1.36,6,0.77
2015-2016,2015-49,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,2015-49,Lombardy,107,162,153453,1.06,30,2.96,21,1.02,95,3.06,16,0.47
2015-2016,2015-49,AP Bolzano,5,11,7529,1.46,5,15.67,3,3.45,3,0.65,0,0
2015-2016,2015-49,AP Trento,7,23,8764,2.62,4,6.31,6,4.09,13,2.76,0,0
2015-2016,2015-49,Veneto,72,73,90292,0.81,13,1.72,15,0.96,41,0.86,4,0.21
2015-2016,2015-49,Friuli-Venezia Giulia,14,12,18676,0.64,0,0,0,0,10,1.93,2,0.36
2015-2016,2015-49,Liguria,35,38,44586,0.85,7,2.82,2,0.49,24,2.9,5,0.39
2015-2016,2015-49,Emilia-Romagna,34,105,43982,2.39,24,7.83,26,3.66,47,2.01,8,0.76
2015-2016,2015-49,Tuscany,45,53,58352,0.91,7,3.38,4,0.74,36,2.81,6,0.39
2015-2016,2015-49,Umbria,5,16,5779,2.77,7,10.12,8,3.79,1,1.09,0,0
2015-2016,2015-49,Marche,4,10,4344,2.3,2,2.64,2,1.61,4,2.44,2,2.84
2015-2016,2015-49,Lazio,63,95,82030,1.16,10,2.93,9,1.13,72,1.38,4,0.22
2015-2016,2015-49,Abruzzo,18,15,18334,0.82,5,2.39,0,0,10,3.01,0,0
2015-2016,2015-49,Molise,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,2015-49,Campania,9,14,12677,1.1,0,0,1,1.18,12,1.34,1,0.4
2015-2016,2015-49,Apulia,78,41,101677,0.4,5,0.82,8,0.68,25,1.23,3,0.15
2015-2016,2015-49,Basilicata,2,7,2151,3.25,4,8.08,2,3.02,1,1.4,0,0
2015-2016,2015-49,Calabria,1,0,1610,0,0,0,0,0,0,0,0,0
2015-2016,2015-49,Sicily,43,64,116491,0.55,0,0,2,0.93,49,3.84,13,0.17
2015-2016,2015-49,Sardinia,12,31,14263,2.17,4,2.37,3,1.06,15,2.24,9,2.95
2015-2016,2015-50,Piedmont,27,88,36395,2.42,23,14.21,9,2.45,44,2,12,1.32
2015-2016,2015-50,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,2015-50,Lombardy,124,208,175700,1.18,38,3.11,20,0.84,135,3.76,15,0.39
2015-2016,2015-50,AP Bolzano,7,7,11254,0.62,2,6.27,4,4.24,1,0.14,0,0
2015-2016,2015-50,AP Trento,14,42,16402,2.56,14,8.76,7,2.04,18,2.22,3,0.92
2015-2016,2015-50,Veneto,92,102,118081,0.86,16,1.77,10,0.52,63,0.98,13,0.51
2015-2016,2015-50,Friuli-Venezia Giulia,16,13,20020,0.65,2,1.14,0,0,7,1.7,4,0.83
2015-2016,2015-50,Liguria,39,46,48136,0.96,5,2.01,1,0.24,32,2.86,8,0.57
2015-2016,2015-50,Emilia-Romagna,35,85,46076,1.84,27,8.19,18,2.53,33,1.32,7,0.66
2015-2016,2015-50,Tuscany,50,68,66331,1.03,9,4.34,9,1.64,40,3.24,10,0.55
2015-2016,2015-50,Umbria,9,16,10675,1.5,8,7.98,4,1.52,4,2.86,0,0
2015-2016,2015-50,Marche,5,4,5647,0.71,0,0,0,0,2,0.61,2,1.59
2015-2016,2015-50,Lazio,69,199,87480,2.27,18,3.36,17,1.41,132,2.54,32,1.76
2015-2016,2015-50,Abruzzo,19,17,18990,0.9,2,0.69,2,0.36,10,2.88,3,1.06
2015-2016,2015-50,Molise,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,2015-50,Campania,33,74,39601,1.87,8,1.76,19,2.11,41,2.04,6,1
2015-2016,2015-50,Apulia,102,54,133871,0.4,8,1.19,8,0.57,29,1.11,9,0.32
2015-2016,2015-50,Basilicata,4,28,4991,5.61,11,20.3,6,7.72,8,2.84,3,3.53
2015-2016,2015-50,Calabria,2,0,3018,0,0,0,0,0,0,0,0,0
2015-2016,2015-50,Sicily,51,119,124424,0.96,13,8,12,2.61,71,5.07,23,0.31
2015-2016,2015-50,Sardinia,11,22,12896,1.71,3,2.26,0,0,15,2.35,4,1.27
2015-2016,2015-51,Piedmont,29,148,39650,3.73,33,13.39,25,4.98,69,3.11,21,2.1
2015-2016,2015-51,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,2015-51,Lombardy,135,283,191780,1.48,53,3.74,48,1.78,160,4.62,22,0.52
2015-2016,2015-51,AP Bolzano,7,12,11254,1.07,5,15.67,3,3.18,4,0.54,0,0
2015-2016,2015-51,AP Trento,13,42,15548,2.7,13,9.15,8,2.91,19,2.34,2,0.61
2015-2016,2015-51,Veneto,83,132,105571,1.25,20,2.34,16,0.87,80,1.41,16,0.72
2015-2016,2015-51,Friuli-Venezia Giulia,16,26,19869,1.31,4,3.12,0,0,21,5.76,1,0.19
2015-2016,2015-51,Liguria,32,50,38717,1.29,15,7.96,5,1.39,25,2.94,5,0.44
2015-2016,2015-51,Emilia-Romagna,50,131,62883,2.08,25,5.39,23,2,77,2.34,6,0.43
2015-2016,2015-51,Tuscany,45,72,59460,1.21,8,5.16,10,1.98,46,3.89,8,0.5
2015-2016,2015-51,Umbria,7,18,8021,2.24,9,8.98,5,1.93,3,2.23,1,0.81
2015-2016,2015-51,Marche,5,11,5854,1.88,0,0,3,2.31,7,2.64,1,0.88
2015-2016,2015-51,Lazio,88,279,114826,2.43,30,5.98,38,3.27,183,2.51,28,1.1
2015-2016,2015-51,Abruzzo,19,31,19420,1.6,12,4.44,5,1.01,14,4.73,0,0
2015-2016,2015-51,Molise,15,24,17586,1.36,2,1.41,11,3.53,7,0.79,4,0.95
2015-2016,2015-51,Campania,27,78,32197,2.42,10,3.42,16,2.62,39,2.19,13,2.42
2015-2016,2015-51,Apulia,114,72,146253,0.49,16,1.9,8,0.47,43,1.58,5,0.17
2015-2016,2015-51,Basilicata,5,26,5986,4.34,0,0,3,7.08,17,4.31,6,4.19
2015-2016,2015-51,Calabria,2,0,3018,0,0,0,0,0,0,0,0,0
2015-2016,2015-51,Sicily,52,80,124994,0.64,1,0.79,4,0.97,61,4.36,14,0.19
2015-2016,2015-51,Sardinia,12,26,13159,1.98,4,1.83,5,1.61,16,2.89,1,0.43
2015-2016,2015-52,Piedmont,37,151,51147,2.95,14,5.3,28,4.98,86,2.85,23,1.82
2015-2016,2015-52,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,2015-52,Lombardy,239,398,340247,1.17,86,3.85,102,2.26,183,2.89,27,0.35
2015-2016,2015-52,AP Bolzano,7,9,11254,0.8,2,6.27,1,1.06,5,0.68,1,0.38
2015-2016,2015-52,AP Trento,15,54,17734,3.04,18,11.26,12,3.49,19,2.1,5,1.37
2015-2016,2015-52,Veneto,81,108,104583,1.03,22,3.1,16,1.01,56,0.96,14,0.6
2015-2016,2015-52,Friuli-Venezia Giulia,29,33,37189,0.89,6,3.12,4,1.31,17,1.89,6,0.57
2015-2016,2015-52,Liguria,65,88,82048,1.07,17,6.85,10,1.7,51,3.04,10,0.4
2015-2016,2015-52,Emilia-Romagna,46,136,61505,2.21,36,10.05,13,1.61,71,2.06,16,1.04
2015-2016,2015-52,Tuscany,94,92,123135,0.75,16,3.24,12,1.09,59,2.22,5,0.15
2015-2016,2015-52,Umbria,12,20,14018,1.43,8,4.06,8,1.74,4,1.87,0,0
2015-2016,2015-52,Marche,9,9,10382,0.87,2,1.48,4,1.48,3,0.67,0,0
2015-2016,2015-52,Lazio,101,364,129457,2.81,40,6.31,46,3.15,227,2.82,51,1.82
2015-2016,2015-52,Abruzzo,40,74,40643,1.82,16,3.08,30,3.14,23,4.67,5,0.74
2015-2016,2015-52,Molise,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,2015-52,Campania,22,44,29330,1.5,0,0,5,1.25,33,1.78,6,1.25
2015-2016,2015-52,Apulia,210,159,271294,0.59,18,1.14,40,1.21,87,1.56,14,0.26
2015-2016,2015-52,Basilicata,3,13,3935,3.3,0,0,0,0,9,3.2,4,4.7
2015-2016,2015-52,Calabria,4,0,6036,0,0,0,0,0,0,0,0,0
2015-2016,2015-52,Sicily,105,156,132505,1.18,2,1.22,18,2.92,106,3.3,30,0.93
2015-2016,2015-52,Sardinia,15,48,16979,2.83,6,2.32,6,1.53,28,3.87,8,2.47
2015-2016,2015-53,Piedmont,22,119,29476,4.04,35,20.95,17,4.9,59,3.48,8,1.08
2015-2016,2015-53,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,2015-53,Lombardy,96,205,135971,1.51,45,5.21,26,1.48,115,4.32,19,0.6
2015-2016,2015-53,AP Bolzano,7,8,11254,0.71,3,9.4,1,1.06,4,0.54,0,0
2015-2016,2015-53,AP Trento,12,45,13939,3.23,15,10.56,11,4.03,16,2.31,3,1.05
2015-2016,2015-53,Veneto,78,133,99779,1.33,19,2.88,6,0.38,92,1.66,16,0.73
2015-2016,2015-53,Friuli-Venezia Giulia,11,19,13355,1.42,5,5.21,0,0,7,2.07,7,1.99
2015-2016,2015-53,Liguria,34,62,41228,1.5,15,7.92,12,3.25,28,3.29,7,0.58
2015-2016,2015-53,Emilia-Romagna,35,98,49001,2,22,9.4,14,2.38,49,1.74,13,1.04
2015-2016,2015-53,Tuscany,44,54,57940,0.93,4,3.13,7,1.61,32,2.2,11,0.7
2015-2016,2015-53,Umbria,9,17,10022,1.7,8,5.71,5,1.56,4,2.44,0,0
2015-2016,2015-53,Marche,7,16,7568,2.11,7,5.18,7,2.78,1,0.38,1,0.91
2015-2016,2015-53,Lazio,77,307,98513,3.12,35,7.23,35,3.16,206,3.4,31,1.41
2015-2016,2015-53,Abruzzo,21,47,21912,2.14,10,3.85,15,3.11,15,4.06,7,1.83
2015-2016,2015-53,Molise,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,2015-53,Campania,13,81,17410,4.65,14,12.39,25,10.69,40,3.64,2,0.68
2015-2016,2015-53,Apulia,96,87,123082,0.71,16,2.25,14,1.01,50,1.69,7,0.28
2015-2016,2015-53,Basilicata,1,3,1095,2.74,0,0,1,12.2,2,2.83,0,0
2015-2016,2015-53,Calabria,2,0,3018,0,0,0,0,0,0,0,0,0
2015-2016,2015-53,Sicily,46,82,119494,0.69,1,0.8,3,0.78,60,4.33,18,0.24
2015-2016,2015-53,Sardinia,12,41,13209,3.1,6,3.65,6,2.3,20,3.22,9,3.28
2015-2016,2016-01,Piedmont,33,119,45061,2.64,9,4.25,12,2.49,79,2.97,19,1.64
2015-2016,2016-01,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,2016-01,Lombardy,124,348,176921,1.97,53,4.3,52,2.2,190,5.7,53,1.35
2015-2016,2016-01,AP Bolzano,7,21,11739,1.79,0,0,1,5.92,16,1.86,4,1.35
2015-2016,2016-01,AP Trento,10,27,11791,2.29,3,4.08,3,1.99,21,3.11,0,0
2015-2016,2016-01,Veneto,95,235,121543,1.93,31,3.3,29,1.42,148,2.25,27,1.04
2015-2016,2016-01,Friuli-Venezia Giulia,16,22,20574,1.07,0,0,0,0,13,2.72,9,1.84
2015-2016,2016-01,Liguria,37,94,46541,2.02,10,4.94,6,1.72,64,6.7,14,1
2015-2016,2016-01,Emilia-Romagna,46,144,59126,2.44,21,5.15,23,2.37,85,2.71,15,1.07
2015-2016,2016-01,Tuscany,47,112,60536,1.85,8,3.13,10,1.69,65,5.23,29,1.84
2015-2016,2016-01,Umbria,8,18,9624,1.87,2,2,10,3.81,6,3.43,0,0
2015-2016,2016-01,Marche,10,31,11618,2.67,0,0,0,0,24,3.91,7,2.94
2015-2016,2016-01,Lazio,81,393,105495,3.73,40,8.5,49,4.5,256,3.83,48,2.08
2015-2016,2016-01,Abruzzo,20,63,21436,2.94,10,3.97,7,1.42,34,8.62,12,3.33
2015-2016,2016-01,Molise,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,2016-01,Campania,37,151,48092,3.14,12,3.3,30,4.34,90,3.04,19,2.39
2015-2016,2016-01,Apulia,114,140,147360,0.95,19,2.27,21,1.24,85,2.83,15,0.5
2015-2016,2016-01,Basilicata,2,7,2432,2.88,0,0,0,0,7,5.38,0,0
2015-2016,2016-01,Calabria,2,4,3018,1.33,0,0,1,7.69,3,4.08,0,0
2015-2016,2016-01,Sicily,53,136,126658,1.07,0,0,3,0.84,97,6.97,36,0.47
2015-2016,2016-01,Sardinia,9,32,10269,3.12,0,0,2,1.28,23,4.27,7,2.97
2015-2016,2016-02,Piedmont,28,147,37907,3.88,33,11.45,36,6.28,61,3,17,1.89
2015-2016,2016-02,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,2016-02,Lombardy,138,455,193960,2.35,55,3.49,104,3.46,254,7.01,42,1.02
2015-2016,2016-02,AP Bolzano,7,17,11254,1.51,0,0,0,0,17,2.31,0,0
2015-2016,2016-02,AP Trento,13,65,14806,4.39,12,7.51,9,2.65,36,5.14,8,2.85
2015-2016,2016-02,Veneto,92,272,118016,2.3,44,5.17,33,1.73,165,2.55,30,1.16
2015-2016,2016-02,Friuli-Venezia Giulia,17,28,21825,1.28,8,3.86,2,0.51,10,2.15,8,1.61
2015-2016,2016-02,Liguria,38,93,46118,2.02,9,3.62,19,4.68,52,5.06,13,0.96
2015-2016,2016-02,Emilia-Romagna,53,220,69131,3.18,42,9.14,26,2.36,131,3.5,21,1.31
2015-2016,2016-02,Tuscany,49,125,63952,1.95,6,2.9,15,2.73,88,7.77,16,0.94
2015-2016,2016-02,Umbria,9,21,10022,2.1,6,4.28,12,3.75,3,1.75,0,0
2015-2016,2016-02,Marche,8,44,8922,4.93,13,8.14,6,2.15,18,5.48,7,5.58
2015-2016,2016-02,Lazio,91,497,117497,4.23,58,10.34,78,6.13,298,4.07,63,2.43
2015-2016,2016-02,Abruzzo,24,69,24630,2.8,20,6.41,13,2.22,33,9.36,3,0.73
2015-2016,2016-02,Molise,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,2016-02,Campania,34,233,42661,5.46,41,10.58,75,9.35,98,4.07,19,2.83
2015-2016,2016-02,Apulia,110,185,141319,1.31,15,1.84,32,2,103,3.37,35,1.22
2015-2016,2016-02,Basilicata,2,27,2550,10.59,15,31.85,4,6.53,8,6.47,0,0
2015-2016,2016-02,Calabria,2,2,3018,0.66,0,0,0,0,2,2.2,0,0
